bucket,review_key,product_count,max_priority_score,closest_tier_boundary,identity_confidence_counts,sample_dsld_ids
external_literature_review_required,marshmallow,9,2.3625,2.0,"{""moderate"":9}","[""241850"",""306351"",""311033"",""311034"",""311035"",""311036"",""312933"",""327994"",""329738""]"
external_literature_review_required,aronia,13,2.275,5.0,"{""moderate"":13}","[""232719"",""252638"",""253742"",""253748"",""253750"",""310803"",""310811"",""310816"",""310817"",""330252""]"
external_literature_review_required,capsicum,13,2.275,4.0,"{""moderate"":13}","[""861"",""63854"",""178556"",""199503"",""251529"",""252453"",""253429"",""253431"",""253432"",""253433""]"
external_literature_review_required,schisandra,13,2.275,5.0,"{""moderate"":13}","[""294537"",""294538"",""294539"",""294540"",""295208"",""311541"",""311542"",""311543"",""311544"",""330720""]"
external_literature_review_required,gamma linolenic acid,6,2.25,2.0,"{""high"":4,""moderate"":2}","[""65773"",""69502"",""181851"",""232718"",""243678"",""328569""]"
evidence_exists_identity_or_linkage_failed,INGR_ECHINACEA,6,2.1,4.0,"{""low"":1,""moderate"":5}","[""73300"",""206905"",""251557"",""251572"",""260118"",""318188""]"
evidence_exists_identity_or_linkage_failed,INGR_GRAPE_SEED_EXTRACT,4,2.1,2.0,"{""moderate"":4}","[""212841"",""228508"",""277697"",""277698""]"
external_literature_review_required,barberry,12,2.1,5.0,"{""moderate"":12}","[""252401"",""253330"",""253333"",""253345"",""310951"",""310952"",""310953"",""310954"",""330294"",""330295""]"
external_literature_review_required,capric acid,8,2.1,3.0,"{""moderate"":8}","[""53872"",""212876"",""251539"",""259503"",""326280"",""326281"",""327403"",""332942""]"
external_literature_review_required,catuaba,12,2.1,5.0,"{""moderate"":12}","[""252449"",""253424"",""253426"",""253428"",""312664"",""312665"",""312666"",""312667"",""330537"",""330538""]"
external_literature_review_required,cnidium,12,2.1,5.0,"{""moderate"":12}","[""252541"",""253646"",""253647"",""253648"",""312743"",""312744"",""312745"",""312746"",""330608"",""330609""]"
external_literature_review_required,flax,8,2.1,3.0,"{""moderate"":8}","[""252503"",""253581"",""253585"",""253586"",""312493"",""312494"",""312495"",""312496""]"
external_literature_review_required,fruit vegetable powders,12,2.1,5.0,"{""moderate"":12}","[""252905"",""254519"",""254520"",""254521"",""311637"",""311638"",""311640"",""311641"",""330851"",""330852""]"
external_literature_review_required,orange,8,2.1,3.0,"{""moderate"":8}","[""311144"",""311145"",""311146"",""311147"",""330161"",""330162"",""330163"",""330164""]"
external_literature_review_required,reishi,6,2.1,1.0,"{""moderate"":6}","[""60843"",""233094"",""241940"",""270730"",""306372"",""328649""]"
evidence_exists_identity_or_linkage_failed,INGR_GINSENG,2,2.0,0.0,"{""high"":2}","[""216392"",""227841""]"
external_literature_review_required,arginine pyroglutamate,4,2.0,1.0,"{""high"":4}","[""312088"",""312089"",""312090"",""312091""]"
external_literature_review_required,borage oil,8,2.0,4.0,"{""high"":1,""moderate"":7}","[""77205"",""213719"",""213720"",""213725"",""218723"",""223170"",""307565"",""327884""]"
external_literature_review_required,cocoa,8,2.0,5.0,"{""high"":8}","[""311360"",""311365"",""311366"",""311367"",""330612"",""330613"",""330614"",""330615""]"
external_literature_review_required,creatinol o phosphate,8,2.0,5.0,"{""high"":8}","[""252594"",""253780"",""253782"",""253784"",""312754"",""312755"",""312756"",""312757""]"
external_literature_review_required,l pyroglutamic acid,8,2.0,5.0,"{""high"":8}","[""252821"",""254743"",""254744"",""254745"",""312264"",""312265"",""312266"",""312267""]"
external_literature_review_required,phenethylamine,8,2.0,5.0,"{""high"":8}","[""294575"",""294576"",""294577"",""294578"",""330238"",""330239"",""330240"",""330241""]"
external_literature_review_required,black radish,11,1.925,5.0,"{""moderate"":11}","[""252485"",""253887"",""253891"",""253893"",""310701"",""310702"",""310703"",""310704"",""330440"",""330441""]"
external_literature_review_required,butcher s broom,11,1.925,5.0,"{""moderate"":11}","[""77634"",""252502"",""253953"",""253955"",""253956"",""311195"",""311196"",""311197"",""311198"",""330478""]"
external_literature_review_required,camu camu,11,1.925,5.0,"{""moderate"":11}","[""252435"",""253379"",""253385"",""253387"",""311279"",""311280"",""311281"",""311282"",""330516"",""330517""]"
external_literature_review_required,cordyceps,11,1.925,4.0,"{""high"":1,""moderate"":10}","[""184369"",""241747"",""269330"",""269331"",""311441"",""312881"",""329978"",""330645"",""330646"",""330647""]"
external_literature_review_required,cucumber,11,1.925,5.0,"{""moderate"":11}","[""252596"",""253786"",""253787"",""253788"",""311460"",""311461"",""311492"",""311493"",""330673"",""330675""]"
external_literature_review_required,graviola,11,1.925,5.0,"{""moderate"":11}","[""252536"",""253765"",""253767"",""253772"",""312791"",""312792"",""312793"",""312794"",""330975"",""330976""]"
external_literature_review_required,hibiscus extract,11,1.925,5.0,"{""moderate"":11}","[""252607"",""254665"",""254670"",""254678"",""311977"",""311978"",""311979"",""311980"",""330986"",""330987""]"
external_literature_review_required,luo han guo,11,1.925,5.0,"{""moderate"":11}","[""252848"",""254855"",""254856"",""254858"",""312292"",""312293"",""312294"",""312295"",""329756"",""329757""]"
external_literature_review_required,mulberry mistletoe,11,1.925,5.0,"{""moderate"":11}","[""252780"",""254058"",""254061"",""254063"",""311074"",""311075"",""311076"",""311077"",""329775"",""329776""]"
external_literature_review_required,blood orange extract,5,1.875,2.0,"{""high"":4,""low"":1}","[""45114"",""49629"",""67292"",""312700"",""317648""]"
external_literature_review_required,corn silk,5,1.875,3.0,"{""high"":5}","[""330652"",""330653"",""330654"",""330655"",""333716""]"
reference_or_mechanism_only,INGR_COPPER,9,1.8,1.0,"{""high"":2,""moderate"":7}","[""2266"",""228792"",""259360"",""293422"",""295469"",""317026"",""327915"",""328129"",""337208""]"
evidence_exists_identity_or_linkage_failed,INGR_GINGER,5,1.75,4.0,"{""moderate"":5}","[""306222"",""330943"",""330944"",""330945"",""330946""]"
external_literature_review_required,cissus quadrangularis,10,1.75,4.0,"{""moderate"":10}","[""241729"",""294463"",""294464"",""294465"",""294466"",""294467"",""311357"",""311358"",""311359"",""312874""]"
external_literature_review_required,grapefruit seed,10,1.75,4.0,"{""moderate"":10}","[""79226"",""252507"",""253593"",""253594"",""253596"",""312582"",""330968"",""330969"",""330970"",""333648""]"
external_literature_review_required,moringa,10,1.75,4.0,"{""moderate"":10}","[""241881"",""306357"",""329759"",""329760"",""329761"",""329762"",""330030"",""330031"",""330032"",""330033""]"
external_literature_review_required,muira puama,10,1.75,5.0,"{""moderate"":10}","[""252778"",""254051"",""254053"",""254057"",""311070"",""311071"",""311072"",""311073"",""329772"",""329774""]"
external_literature_review_required,oat bran,5,1.75,1.0,"{""low"":1,""moderate"":4}","[""44169"",""44171"",""76540"",""219048"",""219049""]"
external_literature_review_required,oat straw,7,1.75,5.0,"{""high"":7}","[""311132"",""311133"",""311134"",""311135"",""330142"",""330143"",""330144""]"
external_literature_review_required,policosanol,5,1.75,0.0,"{""moderate"":5}","[""4143"",""60811"",""201591"",""278233"",""278234""]"
external_literature_review_required,pumpkin seed oil,5,1.75,1.0,"{""moderate"":5}","[""224785"",""259506"",""294381"",""312983"",""330067""]"
external_literature_review_required,rose hip,7,1.75,5.0,"{""high"":6,""moderate"":1}","[""312328"",""312329"",""312330"",""312331"",""330597"",""330598"",""330599""]"
evidence_exists_identity_or_linkage_failed,INGR_SAW_PALMETTO,3,1.575,3.0,"{""moderate"":3}","[""212783"",""269286"",""269589""]"
external_literature_review_required,bacillus subtilis,6,1.575,2.0,"{""moderate"":6}","[""222741"",""222746"",""222870"",""222876"",""274293"",""327396""]"
external_literature_review_required,bearberry leaf extract,9,1.575,5.0,"{""moderate"":9}","[""252759"",""254318"",""254319"",""254321"",""311750"",""311751"",""311752"",""311753"",""331034""]"
external_literature_review_required,beet powder,6,1.575,3.0,"{""moderate"":6}","[""312862"",""312996"",""313525"",""313526"",""315590"",""329920""]"
external_literature_review_required,burdock,9,1.575,5.0,"{""moderate"":9}","[""311191"",""311192"",""311193"",""311194"",""327888"",""330474"",""330475"",""330476"",""330477""]"
external_literature_review_required,damiana,9,1.575,4.0,"{""moderate"":9}","[""312758"",""312759"",""312760"",""312761"",""315655"",""327945"",""330781"",""330782"",""330795""]"
external_literature_review_required,shiitake,6,1.575,2.0,"{""moderate"":6}","[""306373"",""306387"",""330734"",""330735"",""330736"",""330737""]"
external_literature_review_required,french maritime pine pinus pinaster extract,3,1.5,1.0,"{""high"":3}","[""278340"",""278341"",""278342""]"
external_literature_review_required,glutamic acid,6,1.5,5.0,"{""high"":6}","[""214079"",""218220"",""312145"",""312146"",""312147"",""312148""]"
external_literature_review_required,gynostemma leaf stem extract,6,1.5,5.0,"{""high"":6}","[""312807"",""312808"",""312809"",""312810"",""312904"",""330017""]"
external_literature_review_required,mastic,3,1.5,1.0,"{""high"":3}","[""307648"",""307649"",""315682""]"
external_literature_review_required,nettle leaves powder,3,1.5,1.0,"{""high"":3}","[""859"",""35926"",""63956""]"
external_literature_review_required,noni,4,1.5,2.0,"{""high"":4}","[""65029"",""73332"",""79219"",""209389""]"
external_literature_review_required,protein,3,1.5,0.0,"{""high"":2,""moderate"":1}","[""294048"",""294073"",""306350""]"
external_literature_review_required,saffron,3,1.5,0.0,"{""high"":3}","[""271608"",""328617"",""338581""]"
evidence_exists_identity_or_linkage_failed,INGR_ASTRAGALUS,4,1.4,4.0,"{""moderate"":4}","[""863"",""74595"",""222704"",""312860""]"
external_literature_review_required,3beta hydroxypregn 5 en 20 one,4,1.4,0.0,"{""moderate"":4}","[""278246"",""278247"",""278248"",""278249""]"
external_literature_review_required,black maca powder,4,1.4,0.0,"{""moderate"":4}","[""329925"",""329926"",""329927"",""329928""]"
external_literature_review_required,buckthorn,8,1.4,5.0,"{""moderate"":8}","[""311187"",""311188"",""311189"",""311190"",""330470"",""330471"",""330472"",""330473""]"
external_literature_review_required,chinese goldthread,8,1.4,5.0,"{""moderate"":8}","[""311377"",""311385"",""311386"",""311387"",""330634"",""330635"",""330636"",""330637""]"
external_literature_review_required,d glucuronolactone,8,1.4,5.0,"{""moderate"":8}","[""252550"",""294980"",""294982"",""294983"",""311505"",""311506"",""311507"",""311508""]"
external_literature_review_required,dragon fruit,8,1.4,5.0,"{""moderate"":8}","[""252528"",""253798"",""253801"",""253803"",""312433"",""312434"",""312435"",""312436""]"
external_literature_review_required,maitake,4,1.4,1.0,"{""moderate"":4}","[""12869"",""65715"",""220046"",""294009""]"
external_literature_review_required,motherwort,8,1.4,5.0,"{""moderate"":8}","[""252752"",""254026"",""254027"",""254030"",""329763"",""329764"",""329765"",""329766""]"
external_literature_review_required,oolong tea leaf,8,1.4,5.0,"{""moderate"":8}","[""312833"",""312834"",""312835"",""312836"",""330152"",""330153"",""330159"",""330160""]"
external_literature_review_required,orotic acid,8,1.4,5.0,"{""moderate"":8}","[""252656"",""255013"",""255014"",""255015"",""311220"",""311221"",""311222"",""311223""]"
external_literature_review_required,proprietary blend combination,7,1.4,1.0,"{""low"":2,""moderate"":5}","[""4156"",""19598"",""63044"",""227922"",""232321"",""241286"",""274270""]"
external_literature_review_required,white mulberry,8,1.4,5.0,"{""moderate"":8}","[""294282"",""294283"",""294284"",""294285"",""311864"",""311865"",""311866"",""311867""]"
external_literature_review_required,coriolus versicolor sporocarp extract,5,1.3125,3.0,"{""moderate"":5}","[""312957"",""330677"",""330678"",""330679"",""330680""]"
external_literature_review_required,green lipped mussel,5,1.3125,3.0,"{""moderate"":5}","[""330009"",""330010"",""330011"",""330012"",""330013""]"
external_literature_review_required,anise,5,1.25,5.0,"{""high"":5}","[""311657"",""311658"",""311660"",""330859"",""330861""]"
external_literature_review_required,blood orange fruit extract,7,1.225,5.0,"{""moderate"":7}","[""311168"",""311169"",""311170"",""311171"",""330447"",""330448"",""330449""]"
external_literature_review_required,corydalis,7,1.225,5.0,"{""moderate"":7}","[""311452"",""311453"",""311454"",""311455"",""330656"",""330657"",""330658""]"
external_literature_review_required,epimedium,7,1.225,5.0,"{""moderate"":7}","[""294900"",""294901"",""311993"",""311994"",""311995"",""311996"",""312908""]"
external_literature_review_required,plantain,7,1.225,5.0,"{""moderate"":7}","[""252830"",""254232"",""254233"",""254235"",""330302"",""330303"",""330304""]"
external_literature_review_required,portulaca oleracea whole herb extract,7,1.225,5.0,"{""moderate"":7}","[""311487"",""311488"",""311489"",""311490"",""330308"",""330309"",""330310""]"
external_literature_review_required,rehmannia,7,1.225,5.0,"{""moderate"":7}","[""311958"",""311959"",""311960"",""311961"",""330494"",""330496"",""330510""]"
external_literature_review_required,natural strawberry flavor,13,1.1375,8.0,"{""moderate"":13}","[""252929"",""254563"",""254565"",""294359"",""294360"",""294361"",""294362"",""311667"",""311668"",""311669""]"
external_literature_review_required,wheatgrass,13,1.1375,8.0,"{""moderate"":13}","[""294319"",""294320"",""294321"",""294322"",""306376"",""311844"",""311845"",""311846"",""311847"",""313000""]"
external_literature_review_required,citrus bioflavonoid complex,3,1.125,2.0,"{""high"":2,""moderate"":1}","[""60256"",""64003"",""64007""]"
external_literature_review_required,flaxseed,3,1.125,2.0,"{""high"":1,""moderate"":2}","[""83224"",""251657"",""328814""]"
external_literature_review_required,oil of oregano,3,1.125,3.0,"{""high"":3}","[""253232"",""294398"",""294399""]"
evidence_exists_identity_or_linkage_failed,INGR_PLANT_STEROLS,3,1.05,5.0,"{""moderate"":3}","[""291789"",""293931"",""295505""]"
evidence_exists_identity_or_linkage_failed,INGR_QUERCETIN,2,1.05,2.0,"{""moderate"":2}","[""309492"",""326284""]"
evidence_exists_identity_or_linkage_failed,INGR_ST_JOHNS_WORT,2,1.05,2.0,"{""moderate"":2}","[""18219"",""74615""]"
evidence_exists_identity_or_linkage_failed,PRECLIN_ARTICHOKE,6,1.05,7.0,"{""moderate"":6}","[""252639"",""253754"",""253756"",""253758"",""310831"",""310838""]"
external_literature_review_required,beta 1 3 1 6 glucan,3,1.05,0.0,"{""high"":1,""moderate"":2}","[""269319"",""269320"",""307558""]"
external_literature_review_required,black cherry,4,1.05,3.0,"{""high"":3,""moderate"":1}","[""2240"",""74656"",""74657"",""294296""]"
external_literature_review_required,c8 mct oil powder,3,1.05,0.0,"{""moderate"":3}","[""306191"",""307774"",""307775""]"
external_literature_review_required,caralluma,12,1.05,7.0,"{""moderate"":12}","[""252437"",""253389"",""253391"",""253392"",""311283"",""311284"",""311285"",""311286"",""330519"",""330520""]"
external_literature_review_required,cardiose flavonoid glycoside,3,1.05,1.0,"{""moderate"":3}","[""210788"",""210815"",""328442""]"
external_literature_review_required,dl malic acid,12,1.05,9.0,"{""moderate"":12}","[""252477"",""253529"",""253541"",""253543"",""312409"",""312410"",""312411"",""312412"",""329888"",""329889""]"
external_literature_review_required,fruits,12,1.05,8.0,"{""moderate"":12}","[""252804"",""254225"",""254227"",""254228"",""311471"",""311472"",""311473"",""311474"",""330298"",""330299""]"
external_literature_review_required,irish moss,6,1.05,5.0,"{""moderate"":6}","[""255597"",""315694"",""330047"",""330048"",""330049"",""330050""]"
external_literature_review_required,phosphatidylserine,3,1.05,1.0,"{""low"":1,""moderate"":2}","[""243046"",""287463"",""328646""]"
external_literature_review_required,turmeric,3,1.05,1.0,"{""moderate"":3}","[""180094"",""210718"",""271554""]"
evidence_exists_identity_or_linkage_failed,INGR_NAC,2,1.0,5.0,"{""high"":2}","[""294005"",""295525""]"
external_literature_review_required,ajuga turkest whole herb extract,4,1.0,5.0,"{""high"":4}","[""310625"",""310626"",""310627"",""310628""]"
external_literature_review_required,buckthorn bark extract,4,1.0,5.0,"{""high"":4}","[""252498"",""253947"",""253948"",""253949""]"
external_literature_review_required,chanca piedra,4,1.0,5.0,"{""high"":4}","[""330561"",""330562"",""330563"",""330564""]"
external_literature_review_required,chasteberry,2,1.0,1.0,"{""high"":2}","[""47519"",""63822""]"
external_literature_review_required,d limonene,2,1.0,1.0,"{""high"":1,""moderate"":1}","[""201213"",""259397""]"
external_literature_review_required,dark sweet cherry,2,1.0,1.0,"{""high"":1,""moderate"":1}","[""251938"",""333713""]"
external_literature_review_required,diosmin,2,1.0,0.0,"{""high"":1,""low"":1}","[""241290"",""328799""]"
external_literature_review_required,flavonoids,2,1.0,0.0,"{""high"":2}","[""327980"",""327982""]"
external_literature_review_required,ipriflavone,2,1.0,1.0,"{""high"":2}","[""214586"",""246235""]"
external_literature_review_required,l glutamic acid,4,1.0,5.0,"{""high"":4}","[""312149"",""312150"",""312151"",""312152""]"
external_literature_review_required,l valine,8,1.0,7.0,"{""high"":8}","[""252851"",""254888"",""254889"",""254890"",""312300"",""312301"",""312302"",""312303""]"
external_literature_review_required,nettle root extract,4,1.0,5.0,"{""high"":4}","[""311116"",""311117"",""311118"",""311119""]"
external_literature_review_required,phenylethylamine,4,1.0,5.0,"{""high"":4}","[""252785"",""254201"",""254202"",""254203""]"
external_literature_review_required,stinging nettle,4,1.0,5.0,"{""high"":4}","[""330073"",""330074"",""330075"",""330076""]"
external_literature_review_required,glycerol monostearate,11,0.9625,9.0,"{""moderate"":11}","[""252461"",""253471"",""253475"",""253480"",""312559"",""312560"",""312561"",""312562"",""330952"",""330953""]"
external_literature_review_required,oyster extract,11,0.9625,9.0,"{""moderate"":11}","[""252657"",""255029"",""255030"",""255031"",""294580"",""294581"",""294582"",""330190"",""330191"",""330192""]"
evidence_exists_identity_or_linkage_failed,INGR_GREEN_TEA,5,0.875,8.0,"{""low"":1,""moderate"":4}","[""211015"",""311037"",""311038"",""311039"",""311040""]"
external_literature_review_required,coconut oil,5,0.875,5.0,"{""moderate"":5}","[""294460"",""294461"",""312965"",""327918"",""329975""]"
external_literature_review_required,paba,7,0.875,7.0,"{""high"":7}","[""252646"",""254141"",""254143"",""254144"",""331295"",""331296"",""331297""]"
external_literature_review_required,parsley,5,0.875,5.0,"{""moderate"":5}","[""79121"",""311396"",""311397"",""311398"",""311399""]"
external_literature_review_required,asparagus,9,0.7875,7.0,"{""moderate"":9}","[""252645"",""253910"",""253915"",""253919"",""310886"",""310897"",""330273"",""330274"",""330275""]"
external_literature_review_required,black currant,9,0.7875,8.0,"{""moderate"":9}","[""310710"",""310711"",""310712"",""310713"",""312865"",""330443"",""330444"",""330445"",""330446""]"
external_literature_review_required,flax seed oil,3,0.7875,2.0,"{""moderate"":3}","[""2248"",""17794"",""74771""]"
external_literature_review_required,uva ursi,3,0.7875,3.0,"{""moderate"":3}","[""62300"",""304708"",""306397""]"
evidence_exists_identity_or_linkage_failed,PRECLIN_PQQ,1,0.75,3.0,"{""high"":1}","[""278360""]"
external_literature_review_required,ajuga turkest extract,2,0.75,3.0,"{""high"":2}","[""253507"",""253511""]"
external_literature_review_required,cascara sagrada,15,0.75,13.0,"{""high"":15}","[""17149"",""18313"",""252441"",""253399"",""253403"",""253404"",""311301"",""311302"",""311303"",""311304""]"
external_literature_review_required,chlorophyll,2,0.75,3.0,"{""high"":2}","[""315657"",""328310""]"
external_literature_review_required,ellagic acid,3,0.75,5.0,"{""high"":3}","[""252832"",""254237"",""254238""]"
external_literature_review_required,lactobacillus reuteri,3,0.75,4.0,"{""high"":3}","[""74379"",""74383"",""76239""]"
external_literature_review_required,mullein,2,0.75,3.0,"{""high"":2}","[""28965"",""315684""]"
external_literature_review_required,pau d arco,2,0.75,3.0,"{""high"":2}","[""79323"",""213142""]"
external_literature_review_required,silica,3,0.75,4.0,"{""high"":2,""moderate"":1}","[""204080"",""204083"",""330072""]"
evidence_exists_identity_or_linkage_failed,INGR_CRANBERRY,2,0.7,4.0,"{""low"":1,""moderate"":1}","[""74364"",""327941""]"
evidence_exists_identity_or_linkage_failed,INGR_INULIN,1,0.7,1.0,"{""moderate"":1}","[""227960""]"
evidence_exists_identity_or_linkage_failed,INGR_LION_MANE,2,0.7,5.0,"{""moderate"":2}","[""306330"",""329996""]"
evidence_exists_identity_or_linkage_failed,PRECLIN_DIM,4,0.7,6.0,"{""low"":2,""moderate"":2}","[""246078"",""293959"",""333910"",""333911""]"
external_literature_review_required,add sugar alcohols,8,0.7,10.0,"{""moderate"":8}","[""252699"",""253990"",""253992"",""253993"",""311029"",""311030"",""311031"",""311032""]"
external_literature_review_required,asparagus racemosus,2,0.7,1.0,"{""moderate"":2}","[""270620"",""310885""]"
external_literature_review_required,carrot,8,0.7,8.0,"{""moderate"":8}","[""252438"",""253394"",""253396"",""253397"",""311287"",""311288"",""311289"",""311290""]"
external_literature_review_required,common plantain,4,0.7,5.0,"{""moderate"":4}","[""311475"",""311476"",""311477"",""311478""]"
external_literature_review_required,daidzein,2,0.7,1.0,"{""moderate"":2}","[""4147"",""328758""]"
external_literature_review_required,galla chinensis,8,0.7,7.0,"{""moderate"":8}","[""252355"",""253265"",""253266"",""253267"",""312513"",""312514"",""312515"",""312516""]"
external_literature_review_required,nad,2,0.7,0.0,"{""moderate"":2}","[""315686"",""333649""]"
external_literature_review_required,palmitoleic acid,2,0.7,1.0,"{""moderate"":2}","[""63288"",""232039""]"
external_literature_review_required,passion fruit,4,0.7,5.0,"{""moderate"":4}","[""311406"",""311407"",""311408"",""330230""]"
external_literature_review_required,perilla aerial part extract,4,0.7,5.0,"{""moderate"":4}","[""311422"",""311423"",""311424"",""311425""]"
external_literature_review_required,phosphatidylcholine,2,0.7,0.0,"{""moderate"":2}","[""306276"",""328474""]"
external_literature_review_required,triphala powder,8,0.7,8.0,"{""moderate"":8}","[""254192"",""254196"",""254198"",""312956"",""330899"",""330900"",""330901"",""330902""]"
external_literature_review_required,watermelon,8,0.7,7.0,"{""moderate"":8}","[""294325"",""311840"",""311841"",""311842"",""311843"",""331095"",""331096"",""331098""]"
external_literature_review_required,add calcium disodium edta,7,0.6125,9.0,"{""moderate"":7}","[""252426"",""253335"",""253336"",""311259"",""311260"",""311261"",""311262""]"
external_literature_review_required,add disodium edta,7,0.6125,9.0,"{""moderate"":7}","[""252358"",""253350"",""253357"",""312449"",""312450"",""312451"",""312452""]"
external_literature_review_required,cartilage,7,0.6125,8.0,"{""moderate"":7}","[""76808"",""76809"",""311554"",""328781"",""330731"",""330732"",""330733""]"
external_literature_review_required,coconut oil derivatives,7,0.6125,6.0,"{""moderate"":7}","[""31034"",""78309"",""78355"",""220056"",""242242"",""268390"",""307585""]"
external_literature_review_required,kale,7,0.6125,8.0,"{""moderate"":7}","[""312060"",""312061"",""312062"",""329985"",""329986"",""329987"",""329988""]"
external_literature_review_required,kelp,7,0.6125,7.0,"{""moderate"":7}","[""312063"",""312064"",""312065"",""312066"",""331151"",""331152"",""331154""]"
external_literature_review_required,lime,7,0.6125,8.0,"{""moderate"":7}","[""312169"",""312170"",""312171"",""312172"",""331164"",""331165"",""331166""]"
external_literature_review_required,okra,7,0.6125,7.0,"{""moderate"":7}","[""311136"",""311137"",""311138"",""311139"",""330145"",""330146"",""330147""]"
external_literature_review_required,dehydroepiandrosterone,17,0.595,13.0,"{""moderate"":17}","[""4176"",""27448"",""49313"",""63685"",""73426"",""231693"",""231696"",""231705"",""232234"",""241748""]"
evidence_exists_identity_or_linkage_failed,INGR_TURMERIC,1,0.525,2.0,"{""moderate"":1}","[""328460""]"
external_literature_review_required,activamp gynostemma pentaphyllum extract,2,0.525,3.0,"{""moderate"":2}","[""57868"",""59501""]"
external_literature_review_required,add polydextrose,2,0.525,2.0,"{""high"":1,""moderate"":1}","[""213508"",""219865""]"
external_literature_review_required,artemisinin,3,0.525,5.0,"{""high"":2,""moderate"":1}","[""221439"",""241711"",""302638""]"
external_literature_review_required,beet,2,0.525,2.0,"{""moderate"":2}","[""178424"",""337241""]"
external_literature_review_required,beet root powder,2,0.525,2.0,"{""moderate"":2}","[""212535"",""253555""]"
external_literature_review_required,bile,2,0.525,2.0,"{""moderate"":2}","[""270622"",""272973""]"
external_literature_review_required,bioenergy ribose,2,0.525,3.0,"{""moderate"":2}","[""302653"",""328437""]"
external_literature_review_required,chaste tree,3,0.525,5.0,"{""moderate"":3}","[""330565"",""330567"",""330568""]"
external_literature_review_required,citric acid,2,0.525,3.0,"{""moderate"":2}","[""306199"",""311684""]"
external_literature_review_required,coffeegenic green coffee extract,2,0.525,3.0,"{""moderate"":2}","[""59504"",""231908""]"
external_literature_review_required,coleus forskohlii,3,0.525,4.0,"{""moderate"":3}","[""212853"",""231895"",""269404""]"
external_literature_review_required,dehydroepiandrosterone micronized,6,0.525,9.0,"{""moderate"":6}","[""322380"",""323053"",""323054"",""323055"",""323056"",""323057""]"
external_literature_review_required,linoleic acid,2,0.525,2.0,"{""moderate"":2}","[""207529"",""211424""]"
external_literature_review_required,lumbrokinase,2,0.525,2.0,"{""moderate"":2}","[""63230"",""315659""]"
external_literature_review_required,perilla leaf,3,0.525,5.0,"{""moderate"":3}","[""330235"",""330236"",""330237""]"
external_literature_review_required,uridine 5 monophosphate,2,0.525,2.0,"{""moderate"":2}","[""212082"",""241966""]"
external_literature_review_required,adenosine triphosphate,2,0.5,5.0,"{""high"":1,""moderate"":1}","[""59103"",""213850""]"
external_literature_review_required,ashwagandha,1,0.5,1.0,"{""high"":1}","[""227849""]"
external_literature_review_required,casein decapeptide,1,0.5,1.0,"{""high"":1}","[""328851""]"
external_literature_review_required,corn,2,0.5,4.0,"{""high"":1,""moderate"":1}","[""214903"",""259627""]"
external_literature_review_required,english ivy,2,0.5,4.0,"{""high"":2}","[""212385"",""293290""]"
external_literature_review_required,french maritime pine extract,1,0.5,1.0,"{""high"":1}","[""278339""]"
external_literature_review_required,french oak,1,0.5,1.0,"{""high"":1}","[""328443""]"
external_literature_review_required,gingko bilboa leaf extract,1,0.5,0.0,"{""high"":1}","[""69500""]"
external_literature_review_required,niagen,1,0.5,1.0,"{""high"":1}","[""332696""]"
external_literature_review_required,oleuropein,1,0.5,0.0,"{""high"":1}","[""328004""]"
external_literature_review_required,polyphenols,1,0.5,0.0,"{""high"":1}","[""333765""]"
external_literature_review_required,silicon,1,0.5,1.0,"{""high"":1}","[""212353""]"
external_literature_review_required,fructooligosaccharides,3,0.45,2.0,"{""low"":3}","[""54459"",""213810"",""230143""]"
external_literature_review_required,alpha glucan oligosaccharide,5,0.4375,8.0,"{""moderate"":5}","[""213846"",""252635"",""254271"",""254272"",""254273""]"
external_literature_review_required,anise pimpinella anisum,5,0.4375,7.0,"{""moderate"":5}","[""252910"",""254540"",""254541"",""254542"",""311662""]"
external_literature_review_required,black rice,5,0.4375,7.0,"{""moderate"":5}","[""310705"",""310706"",""310707"",""310708"",""310709""]"
external_literature_review_required,naringenin,8,0.4,12.0,"{""high"":8}","[""311105"",""311106"",""311107"",""311108"",""330127"",""330128"",""330129"",""330130""]"
external_literature_review_required,acetyl l carnitine arginate,1,0.375,3.0,"{""high"":1}","[""81808""]"
external_literature_review_required,aescin,1,0.375,2.0,"{""high"":1}","[""327983""]"
external_literature_review_required,alpha galactosidase,1,0.375,2.0,"{""high"":1}","[""82372""]"
external_literature_review_required,bergamot,1,0.375,3.0,"{""high"":1}","[""264734""]"
external_literature_review_required,black walnut,1,0.375,2.0,"{""high"":1}","[""251519""]"
external_literature_review_required,centrophenoxine,1,0.375,2.0,"{""high"":1}","[""241725""]"
external_literature_review_required,d chiro inositol,1,0.375,3.0,"{""high"":1}","[""287471""]"
external_literature_review_required,delphinol,1,0.375,2.0,"{""high"":1}","[""328469""]"
external_literature_review_required,extramel,1,0.375,2.0,"{""high"":1}","[""328521""]"
external_literature_review_required,fatty acid profile component,3,0.375,7.0,"{""high"":2,""low"":1}","[""59478"",""74011"",""232132""]"
external_literature_review_required,keratin,1,0.375,2.0,"{""high"":1}","[""286151""]"
external_literature_review_required,lactobacillus rhamnosus,1,0.375,2.0,"{""high"":1}","[""328476""]"
external_literature_review_required,lignans,1,0.375,2.0,"{""high"":1}","[""328717""]"
external_literature_review_required,mesembrine,1,0.375,2.0,"{""high"":1}","[""302645""]"
